set_code,set_name,number,db_card_number,db_name,db_rarity,db_image_url,found_in_scrydex
SV4a,シャイニートレジャーex,198,198,クヌギダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-198/medium,YES
SV4a,シャイニートレジャーex,199,199,ユキカブリ,S,https://images.scrydex.com/pokemon/sv4a_ja-199/medium,YES
SV4a,シャイニートレジャーex,200,200,ユキノオー,S,https://images.scrydex.com/pokemon/sv4a_ja-200/medium,YES
SV4a,シャイニートレジャーex,201,201,ニャオハ,S,https://images.scrydex.com/pokemon/sv4a_ja-201/medium,YES
SV4a,シャイニートレジャーex,202,202,ニャローテ,S,https://images.scrydex.com/pokemon/sv4a_ja-202/medium,YES
SV4a,シャイニートレジャーex,203,203,ミニーブ,S,https://images.scrydex.com/pokemon/sv4a_ja-203/medium,YES
SV4a,シャイニートレジャーex,204,204,オリーニョ,S,https://images.scrydex.com/pokemon/sv4a_ja-204/medium,YES
SV4a,シャイニートレジャーex,205,205,オリーヴァ,S,https://images.scrydex.com/pokemon/sv4a_ja-205/medium,YES
SV4a,シャイニートレジャーex,206,206,ノノクラゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-206/medium,YES
SV4a,シャイニートレジャーex,207,207,カプサイジ,S,https://images.scrydex.com/pokemon/sv4a_ja-207/medium,YES
SV4a,シャイニートレジャーex,208,208,スコヴィラン,S,https://images.scrydex.com/pokemon/sv4a_ja-208/medium,YES
SV4a,シャイニートレジャーex,209,209,シガロコ,S,https://images.scrydex.com/pokemon/sv4a_ja-209/medium,YES
SV4a,シャイニートレジャーex,210,210,ヒトカゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-210/medium,YES
SV4a,シャイニートレジャーex,211,211,リザード,S,https://images.scrydex.com/pokemon/sv4a_ja-211/medium,YES
SV4a,シャイニートレジャーex,212,212,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-212/medium,YES
SV4a,シャイニートレジャーex,213,213,エンテイ,S,https://images.scrydex.com/pokemon/sv4a_ja-213/medium,YES
SV4a,シャイニートレジャーex,214,214,オドリドリ,S,https://images.scrydex.com/pokemon/sv4a_ja-214/medium,YES
SV4a,シャイニートレジャーex,215,215,ホゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-215/medium,YES
SV4a,シャイニートレジャーex,216,216,アチゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-216/medium,YES
SV4a,シャイニートレジャーex,217,217,カルボウ,S,https://images.scrydex.com/pokemon/sv4a_ja-217/medium,YES
SV4a,シャイニートレジャーex,218,218,グレンアルマ,S,https://images.scrydex.com/pokemon/sv4a_ja-218/medium,YES
SV4a,シャイニートレジャーex,219,219,ヤドン,S,https://images.scrydex.com/pokemon/sv4a_ja-219/medium,YES
SV4a,シャイニートレジャーex,220,220,ヤドラン,S,https://images.scrydex.com/pokemon/sv4a_ja-220/medium,YES
SV4a,シャイニートレジャーex,221,221,ヒトデマン,S,https://images.scrydex.com/pokemon/sv4a_ja-221/medium,YES
SV4a,シャイニートレジャーex,222,222,スターミー,S,https://images.scrydex.com/pokemon/sv4a_ja-222/medium,YES
SV4a,シャイニートレジャーex,223,223,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-223/medium,YES
SV4a,シャイニートレジャーex,224,224,クワッス,S,https://images.scrydex.com/pokemon/sv4a_ja-224/medium,YES
SV4a,シャイニートレジャーex,225,225,ウェルカモ,S,https://images.scrydex.com/pokemon/sv4a_ja-225/medium,YES
SV4a,シャイニートレジャーex,226,226,ウミディグダ,S,https://images.scrydex.com/pokemon/sv4a_ja-226/medium,YES
SV4a,シャイニートレジャーex,227,227,ウミトリオ,S,https://images.scrydex.com/pokemon/sv4a_ja-227/medium,YES
SV4a,シャイニートレジャーex,228,228,ナミイルカ,S,https://images.scrydex.com/pokemon/sv4a_ja-228/medium,YES
SV4a,シャイニートレジャーex,229,229,イルカマン,S,https://images.scrydex.com/pokemon/sv4a_ja-229/medium,YES
SV4a,シャイニートレジャーex,230,230,ミガルーサ,S,https://images.scrydex.com/pokemon/sv4a_ja-230/medium,YES
SV4a,シャイニートレジャーex,231,231,ヘイラッシャ,S,https://images.scrydex.com/pokemon/sv4a_ja-231/medium,YES
SV4a,シャイニートレジャーex,232,232,シャリタツ,S,https://images.scrydex.com/pokemon/sv4a_ja-232/medium,YES
SV4a,シャイニートレジャーex,233,233,セビエ,S,https://images.scrydex.com/pokemon/sv4a_ja-233/medium,YES
SV4a,シャイニートレジャーex,234,234,セゴール,S,https://images.scrydex.com/pokemon/sv4a_ja-234/medium,YES
SV4a,シャイニートレジャーex,235,235,セグレイブ,S,https://images.scrydex.com/pokemon/sv4a_ja-235/medium,YES
SV4a,シャイニートレジャーex,236,236,ピカチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-236/medium,YES
SV4a,シャイニートレジャーex,237,237,ライチュウ,S,https://images.scrydex.com/pokemon/sv4a_ja-237/medium,YES
SV4a,シャイニートレジャーex,238,238,ビリリダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-238/medium,YES
SV4a,シャイニートレジャーex,239,239,マルマイン,S,https://images.scrydex.com/pokemon/sv4a_ja-239/medium,YES
SV4a,シャイニートレジャーex,240,240,コリンク,S,https://images.scrydex.com/pokemon/sv4a_ja-240/medium,YES
SV4a,シャイニートレジャーex,241,241,ルクシオ,S,https://images.scrydex.com/pokemon/sv4a_ja-241/medium,YES
SV4a,シャイニートレジャーex,242,242,レントラー,S,https://images.scrydex.com/pokemon/sv4a_ja-242/medium,YES
SV4a,シャイニートレジャーex,243,243,パチリス,S,https://images.scrydex.com/pokemon/sv4a_ja-243/medium,YES
SV4a,シャイニートレジャーex,244,244,ボルトロス,S,https://images.scrydex.com/pokemon/sv4a_ja-244/medium,YES
SV4a,シャイニートレジャーex,245,245,エレズン,S,https://images.scrydex.com/pokemon/sv4a_ja-245/medium,YES
SV4a,シャイニートレジャーex,246,246,ストリンダー,S,https://images.scrydex.com/pokemon/sv4a_ja-246/medium,YES
SV4a,シャイニートレジャーex,247,247,パモ,S,https://images.scrydex.com/pokemon/sv4a_ja-247/medium,YES
SV4a,シャイニートレジャーex,248,248,パモット,S,https://images.scrydex.com/pokemon/sv4a_ja-248/medium,YES
SV4a,シャイニートレジャーex,249,249,パーモット,S,https://images.scrydex.com/pokemon/sv4a_ja-249/medium,YES
SV4a,シャイニートレジャーex,250,250,カイデン,S,https://images.scrydex.com/pokemon/sv4a_ja-250/medium,YES
SV4a,シャイニートレジャーex,251,251,タイカイデン,,"https://images.scrydex.com/magicthegathering/HOB-251/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-251/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-251/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,252,252,プクリン,,"https://images.scrydex.com/magicthegathering/HOB-252/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-252/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-252/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,253,253,ケーシィ,,"https://images.scrydex.com/magicthegathering/HOB-253/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-253/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-253/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,254,254,ユンゲラー,,"https://images.scrydex.com/magicthegathering/HOB-254/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-254/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-254/large""}],""rulings"":[],""printings"":[""HOB"",""PW26""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,255,255,ピィ,,"https://images.scrydex.com/magicthegathering/HOB-255/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-255/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-255/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,256,256,ネイティ,,"https://images.scrydex.com/magicthegathering/HOB-256/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-256/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-256/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,257,257,ネイティオ,,"https://images.scrydex.com/magicthegathering/HOB-257/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-257/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-257/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,258,258,ラルトス,,"https://images.scrydex.com/magicthegathering/HOB-258/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-258/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-258/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,259,259,キルリア,,"https://images.scrydex.com/magicthegathering/HOB-259/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-259/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-259/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,260,260,フワンテ,,"https://images.scrydex.com/magicthegathering/HOB-260/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-260/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-260/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,261,261,フワライド,,"https://images.scrydex.com/magicthegathering/HOB-261/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-261/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-261/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,262,262,マネネ,,"https://images.scrydex.com/magicthegathering/HOB-262/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-262/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-262/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,263,263,ミカルゲ,,"https://images.scrydex.com/magicthegathering/HOB-263/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-263/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-263/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,264,264,クレッフィ,,"https://images.scrydex.com/pokemon/swsh8-264/small"",""medium"":""https://images.scrydex.com/pokemon/swsh8-264/medium"",""large"":""https://images.scrydex.com/pokemon/swsh8-264/large""}],""expansion"":{""id"":""swsh8"",""name"":""Fusion",NO
SV4a,シャイニートレジャーex,265,265,ミミッキュ,,"https://images.scrydex.com/magicthegathering/HOB-265/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-265/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-265/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,266,266,パピモッチ,,"https://images.scrydex.com/magicthegathering/HOB-266/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-266/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-266/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,267,267,バウッツェル,,"https://images.scrydex.com/magicthegathering/HOB-267/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-267/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-267/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,268,268,ソウブレイズ,,"https://images.scrydex.com/magicthegathering/HOB-268/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-268/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-268/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,269,269,ベラカス,,"https://images.scrydex.com/magicthegathering/HOB-269/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-269/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-269/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,270,270,ヒラヒナ,,"https://images.scrydex.com/magicthegathering/HOB-270/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-270/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-270/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,271,271,カヌチャン,,"https://images.scrydex.com/magicthegathering/HOB-271/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-271/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-271/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,272,272,ナカヌチャン,,"https://images.scrydex.com/magicthegathering/HOB-272/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-272/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-272/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,273,273,デカヌチャン,,"https://images.scrydex.com/magicthegathering/HOB-273/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-273/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-273/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,274,274,ボチ,,"https://images.scrydex.com/magicthegathering/HOB-274/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-274/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-274/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,275,275,ハカドッグ,,"https://images.scrydex.com/magicthegathering/HOB-275/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-275/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-275/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,276,276,マンキー,,"https://images.scrydex.com/magicthegathering/HOB-276/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-276/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-276/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,277,277,オコリザル,,"https://images.scrydex.com/magicthegathering/HOB-277/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-277/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-277/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,278,278,コノヨザル,,"https://images.scrydex.com/magicthegathering/HOB-278/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-278/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-278/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,279,279,パルデア ケンタロス,,"https://images.scrydex.com/magicthegathering/HOB-279/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-279/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-279/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,280,280,リオル,,"https://images.scrydex.com/magicthegathering/HOB-280/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-280/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-280/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,281,281,ルカリオ,,"https://images.scrydex.com/magicthegathering/HOB-281/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-281/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-281/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,282,282,ルチャブル,,"https://images.scrydex.com/magicthegathering/HOB-282/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-282/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-282/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,283,283,コジオ,,"https://images.scrydex.com/magicthegathering/HOB-283/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-283/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-283/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,284,284,ジオヅム,,"https://images.scrydex.com/magicthegathering/HOB-284/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-284/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-284/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,285,285,キョジオーン,,"https://images.scrydex.com/magicthegathering/HOB-285/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-285/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-285/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,286,286,キラーメ,,"https://images.scrydex.com/magicthegathering/HOB-286/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-286/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-286/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,287,287,パルデア ウパー,,"https://images.scrydex.com/magicthegathering/HOB-287/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-287/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-287/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,288,288,ヤミカラス,,"https://images.scrydex.com/magicthegathering/HOB-288/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-288/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-288/large""}],""rulings"":[{""date"":""2017/09/29"",""text"":""Settle",NO
SV4a,シャイニートレジャーex,289,289,ニューラ,,"https://images.scrydex.com/magicthegathering/HOB-289/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-289/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-289/large""}],""rulings"":[],""printings"":[""HOB"",""PW26""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,290,290,マニューラ,,"https://images.scrydex.com/magicthegathering/HOB-290/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-290/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-290/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,291,291,ヤミラミ,,"https://images.scrydex.com/magicthegathering/HOB-291/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-291/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-291/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,292,292,コマタナ,,"https://images.scrydex.com/magicthegathering/HOB-292/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-292/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-292/large""}],""rulings"":[],""printings"":[""HOB"",""PSPL""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,293,293,キリキザン,,"https://images.scrydex.com/magicthegathering/HOB-293/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-293/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-293/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,294,294,ドドゲザン,,"https://images.scrydex.com/magicthegathering/HOB-294/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-294/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-294/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,295,295,オラチフ,,"https://images.scrydex.com/magicthegathering/HOB-295/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-295/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-295/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,296,296,マフィティフ,,"https://images.scrydex.com/magicthegathering/HOB-296/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-296/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-296/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,297,297,シルシュルー,,"https://images.scrydex.com/magicthegathering/HOB-297/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-297/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-297/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,298,298,タギングル,,"https://images.scrydex.com/riftbound/OGN-298/small"",""medium"":""https://images.scrydex.com/riftbound/OGN-298/medium"",""large"":""https://images.scrydex.com/riftbound/OGN-298/large""}],""expansion"":{""id"":""OGN"",""name"":""Origins"",""type"":""Main"",""code"":""OGN"",""total"":352,""printed_total"":298,""release_date"":""2025/10/31"",""logo"":""https://images.scrydex.com/riftbound/OGN-logo/logo"",""symbol"":null,""language"":""English"",""language_code"":""EN""},""language"":""English"",""language_code"":""EN"",""expansion_sort_order"":328,""variants"":[{""name"":""normal"",""images"":[],""marketplaces"":[{""name"":""tcgplayer"",""product_id"":""653092"",""purchase_url"":""https://scrydex.com/riftbound/cards/OGN-298/purchase?type=tcgplayer",NO
SV4a,シャイニートレジャーex,299,299,ハッサム,,"https://images.scrydex.com/magicthegathering/HOB-299/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-299/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-299/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,300,300,ブロロン,,"https://images.scrydex.com/magicthegathering/HOB-300/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-300/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-300/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,301,301,ブロロローム,,"https://images.scrydex.com/magicthegathering/HOB-301/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-301/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-301/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,302,302,オンバット,,"https://images.scrydex.com/magicthegathering/HOB-302/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-302/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-302/large""}],""rulings"":[],""printings"":[""HOB"",""PMEI""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,303,303,モトトカゲ,,"https://images.scrydex.com/magicthegathering/HOB-303/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-303/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-303/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
SV4a,シャイニートレジャーex,304,304,ポッポ,,"https://images.scrydex.com/magicthegathering/HOB-304/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-304/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-304/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",NO
